name,rating,genre,country,budget,gross
BASEketball,R,Comedy,United States,25000000,7027290
The Replacement Killers,R,Action,United States,30000000,19204929
Bulworth,R,Comedy,United States,30000000,29202884
Apt Pupil,R,Crime,United States,14000000,8863193
Doctor Dolittle,PG-13,Comedy,United States,71500000,294456605
Celebrity,R,Comedy,United States,12000000,5078660
Very Bad Things,R,Comedy,United States,30000000,9898412
The Last Days of Disco,R,Comedy,United States,8000000,3020601
Blues Brothers 2000,PG-13,Action,United States,28000000,14051384
Gods and Monsters,R,Biography,United States,10000000,6451628
Mighty Joe Young,PG,Action,United States,90000000,50632037
The Object of My Affection,R,Comedy,United States,15000000,46905889
Twilight,R,Crime,United States,37000000,15055091
Waking Ned Devine,PG,Comedy,United Kingdom,3000000,55257450
Babe: Pig in the City,PG,Adventure,Australia,90000000,69131860
Primary Colors,R,Comedy,United Kingdom,65000000,52090187
Quest for Camelot,G,Animation,United States,40000000,22510798
Simon Birch,PG,Comedy,United States,30000000,18253415
Jack Frost,PG,Comedy,United States,85000000,34562556
How Stella Got Her Groove Back,R,Comedy,United States,20000000,39278722
Almost Heroes,PG-13,Adventure,United States,30000000,6136856
A Civil Action,PG-13,Drama,United States,75000000,56709981
Senseless,R,Comedy,United States,15000000,12874899
Black Dog,PG-13,Action,United States,30000000,12951088
The Newton Boys,PG-13,Action,United States,27000000,10452012
Central Station,R,Drama,Brazil,2900000,5971073
Pecker,R,Comedy,United States,6000000,2281761
Without Limits,PG-13,Biography,United States,25000000,777423
Wide Awake,PG,Comedy,United States,6000000,282175
Mafia!,PG-13,Comedy,United States,10000000,19889299
Desperate Measures,R,Action,United States,50000000,13806137
Beloved,R,Drama,United States,80000000,22852487
One True Thing,R,Drama,United States,30000000,26616840
Meet the Deedles,PG,Comedy,United States,24000000,4356216
The Gingerbread Man,R,Crime,United States,25000000,1677131
Clay Pigeons,R,Comedy,United States,8000000,1794086
I'll Be Home for Christmas,PG,Comedy,United States,30000000,12214338
Another Day in Paradise,R,Crime,United States,4500000,1036818
Holy Man,PG,Comedy,United States,60000000,12069719
Your Friends and Neighbors,R,Comedy,United States,5000000,4714658
Zero Effect,R,Comedy,United States,5000000,2087471
Home Fries,PG-13,Comedy,United States,35000000,10493366
The Matrix,R,Action,United States,63000000,466364845
Fight Club,R,Drama,Germany,63000000,101209702
The Talented Mr. Ripley,R,Crime,United States,40000000,128799509
The Mummy,PG-13,Action,United States,80000000,415933406
American Pie,R,Comedy,United States,11000000,235483004
The Green Mile,R,Crime,United States,60000000,286801374
American Beauty,R,Drama,United States,15000000,356296601
Star Wars: Episode I - The Phantom Menace,PG,Action,United States,115000000,1027082707
10 Things I Hate About You,PG-13,Comedy,United States,30000000,53478579
The Sixth Sense,PG-13,Drama,United States,40000000,672806292
Austin Powers: the Spy Who Shagged Me,PG-13,Action,United States,33000000,312016928
Office Space,R,Comedy,United States,10000000,10828256
Galaxy Quest,PG,Adventure,United States,45000000,90683916
Notting Hill,PG-13,Comedy,United Kingdom,42000000,363889678
Cruel Intentions,R,Drama,United States,10500000,76347426
The Virgin Suicides,R,Drama,United States,9000000,10410044
Magnolia,R,Drama,United States,37000000,48451803
"Girl, Interrupted",R,Biography,Germany,40000000,48350205
Stuart Little,PG,Adventure,Germany,133000000,300135367
Deep Blue Sea,R,Action,United States,60000000,164648142
The Boondock Saints,R,Action,United States,6000000,30471
Varsity Blues,R,Comedy,United States,16000000,54294169
She's All That,PG-13,Comedy,United States,10000000,103166989
Sleepy Hollow,R,Fantasy,United States,100000000,206071502
Lake Placid,R,Action,United States,35000000,56870414
Toy Story 2,G,Animation,United States,90000000,497375381
Dogma,R,Adventure,United States,10000000,31429330
Tarzan,G,Animation,United States,130000000,448191819
Election,R,Comedy,United States,25000000,14902041
Being John Malkovich,R,Comedy,United States,13000000,23106667
The Iron Giant,PG,Animation,United States,70000000,23180087
The World Is Not Enough,PG-13,Action,United Kingdom,135000000,361832400
Wild Wild West,PG-13,Action,United States,170000000,222104681
Big Daddy,PG-13,Comedy,United States,34200000,234801895
The Ninth Gate,R,Mystery,France,38000000,58401898
Double Jeopardy,R,Crime,United States,70000000,177841558
The Insider,R,Biography,United States,90000000,60289912
Deuce Bigalow: Male Gigolo,R,Comedy,United States,17000000,92938755
The 13th Warrior,R,Action,United States,160000000,61698899
Life,R,Comedy,United States,80000000,73475268
End of Days,R,Action,United States,100000000,211989043
The Thomas Crown Affair,R,Crime,United States,48000000,124305181
Boys Don't Cry,R,Biography,United States,2000000,11540607
8MM,R,Crime,Germany,40000000,96618699
House on Haunted Hill,R,Crime,United States,37000000,42593455
But I'm a Cheerleader,R,Comedy,United States,1200000,2595216
Never Been Kissed,PG-13,Comedy,United States,25000000,84565230
The Bone Collector,R,Crime,United States,73000000,151493655
Any Given Sunday,R,Drama,United States,55000000,100230832
A Walk on the Moon,R,Drama,United States,14000000,4750660
Summer of Sam,R,Crime,United States,22000000,19288130
The Cider House Rules,PG-13,Drama,United States,24000000,88545092
October Sky,PG,Biography,United States,25000000,34698753
The Haunting,PG-13,Fantasy,United States,80000000,177311151
eXistenZ,R,Horror,United Kingdom,15000000,2856712
For Love of the Game,PG-13,Drama,United States,80000000,46112640
Bringing Out the Dead,R,Drama,United States,55000000,16797191
Three Kings,R,Action,United States,75000000,107752036
Go,R,Comedy,United States,20000000,28451622
Payback,R,Action,United States,90000000,161626121
"South Park: Bigger, Longer & Uncut",R,Animation,United States,21000000,83137603
The Straight Story,G,Biography,France,10000000,6416569
Idle Hands,R,Comedy,United States,25000000,4152230
Bowfinger,PG-13,Comedy,United States,55000000,98625775
The General's Daughter,R,Crime,United States,95000000,149705852
The Messenger: The Story of Joan of Arc,R,Adventure,France,85000000,66976317
Man on the Moon,R,Biography,United Kingdom,82000000,47434430
Ratcatcher,Not Rated,Drama,United Kingdom,30000,217244
Entrapment,PG-13,Action,United States,66000000,212404396
Stir of Echoes,R,Horror,United States,12000000,21142914
Bicentennial Man,PG,Comedy,United States,100000000,87423861
Runaway Bride,PG,Comedy,United States,70000000,309460292
Inspector Gadget,PG,Action,United States,90000000,134403112
Arlington Road,R,Action,United States,31000000,41067311
The Hurricane,R,Biography,United States,50000000,73956241
Drive Me Crazy,PG-13,Comedy,United States,8500000,22593409
Blue Streak,PG-13,Action,Germany,65000000,117758500
The Limey,R,Crime,United States,10000000,3325736
Message in a Bottle,PG-13,Drama,United States,80000000,118880016
Stigmata,R,Horror,United States,29000000,89446268
A Midsummer Night's Dream,PG-13,Comedy,United Kingdom,11000000,16071990
The Other Sister,PG-13,Comedy,United States,35000000,27807627
Analyze This,R,Comedy,United States,80000000,176885658
Brokedown Palace,PG-13,Drama,United States,25000000,10115013
The Best Man,R,Comedy,United States,9000000,34573780
Dick,PG-13,Comedy,United States,13000000,6262878
True Crime,R,Crime,United States,55000000,16649768
Forces of Nature,PG-13,Comedy,United States,75000000,93900680
Angela's Ashes,R,Biography,United States,50000000,13042112
Anna and the King,PG-13,Drama,United States,92000000,113996937
The End of the Affair,R,Drama,United Kingdom,23000000,10827816
"Mystery, Alaska",R,Comedy,Canada,28000000,8891623
Baby Geniuses,PG,Comedy,United States,12000000,36450736
My Favorite Martian,PG,Comedy,United States,65000000,36850101
Anywhere But Here,PG-13,Comedy,United States,23000000,23631929
Ride with the Devil,R,Drama,United States,38000000,635096
Edtv,PG-13,Comedy,United States,80000000,35242897
Random Hearts,R,Drama,United States,64000000,74608570
Fantasia 2000,G,Animation,United States,80000000,90874570
The Rage: Carrie 2,R,Horror,United States,21000000,17762705
Muppets from Space,G,Adventure,United States,24000000,22323612
The Wood,R,Comedy,United States,6000000,25059640
Flawless,R,Comedy,United States,15000000,4488529
Pushing Tin,R,Comedy,United States,33000000,8408835
In Dreams,R,Drama,United States,30000000,12017369
Instinct,R,Drama,United States,80000000,34105207
Dudley Do-Right,PG,Comedy,United States,70000000,9974410
The Deep End of the Ocean,PG-13,Drama,United States,38000000,28121100
The Story of Us,R,Comedy,United States,50000000,58900031
Sweet and Lowdown,PG-13,Comedy,United States,29750000,4525794
At First Sight,PG-13,Drama,United States,60000000,22365133
An Ideal Husband,PG-13,Comedy,United Kingdom,14000000,18542974
Gloria,R,Crime,United States,30000000,4197729
Cookie's Fortune,PG-13,Comedy,United States,10000000,10920544
Mumford,R,Comedy,United States,28000000,4555459
The Corruptor,R,Action,United States,25000000,24493601
Snow Falling on Cedars,PG-13,Drama,United States,35000000,23049593
Music of the Heart,PG,Drama,United States,27000000,14936407
In Too Deep,R,Crime,United States,7000000,14011454
Black & White,R,Crime,United States,12000000,5541431
Lost & Found,PG-13,Comedy,United States,30000000,6552255
Play It to the Bone,R,Comedy,United States,24000000,8678812
Cradle Will Rock,R,Drama,United States,36000000,2986932
Breakfast of Champions,R,Comedy,United States,12000000,178278
Trick,R,Comedy,United States,450000,2087228
The Loss of Sexual Innocence,R,Drama,United Kingdom,4000000,164022
The Out-of-Towners,PG-13,Comedy,United States,75000000,28544120
The King and I,G,Animation,United States,25000000,11993021
Almost Famous,R,Adventure,United States,60000000,47386287
Gladiator,R,Action,United States,103000000,465380802
Requiem for a Dream,Unrated,Drama,United States,4500000,7390108
Memento,R,Mystery,United States,9000000,40047078
Cast Away,PG-13,Adventure,United States,90000000,429632142
Scary Movie,R,Comedy,United States,19000000,278019771
The Perfect Storm,PG-13,Action,United States,140000000,328718434
Coyote Ugly,PG-13,Comedy,United States,45000000,113916474
X-Men,PG-13,Action,United States,75000000,296339528
Space Cowboys,PG-13,Action,United States,65000000,128884132
The Patriot,R,Action,United States,110000000,215294342
Erin Brockovich,R,Biography,United States,52000000,256271286
Unbreakable,PG-13,Drama,United States,75000000,248118121
Charlie's Angels,PG-13,Action,United States,93000000,264105545
Road Trip,R,Comedy,United States,16000000,119754278
The Beach,R,Adventure,United States,50000000,144056873
Bring It on,PG-13,Comedy,United States,11000000,90449929
Remember the Titans,PG,Biography,United States,30000000,136771683
Mission: Impossible II,PG-13,Action,United States,125000000,546388108
"O Brother, Where Art Thou?",PG-13,Adventure,United Kingdom,26000000,71870729
The 6th Day,PG-13,Action,United States,82000000,96085477
Chicken Run,G,Animation,United States,45000000,224834564
The Cell,R,Crime,United States,33000000,104155843
Final Destination,R,Horror,United States,23000000,112880294
Traffic,R,Crime,United States,48000000,207515725
What Lies Beneath,PG-13,Drama,United States,100000000,291420351
The Emperor's New Groove,G,Animation,United States,100000000,169661687
"Crouching Tiger, Hidden Dragon",PG-13,Action,Taiwan,17000000,213525736
Gone in 60 Seconds,PG-13,Action,United States,90000000,237202299
"Dude, Where's My Car?",PG-13,Comedy,United States,13000000,73180723
Meet the Parents,PG-13,Comedy,United States,55000000,330444045
Pitch Black,R,Action,United States,23000000,53187659
Hollow Man,R,Action,United States,95000000,190213455
Miss Congeniality,PG-13,Action,United States,45000000,212742720
High Fidelity,R,Comedy,United Kingdom,30000000,47126295
Scream 3,R,Horror,United States,40000000,161834276
Best in Show,PG-13,Comedy,United States,10000000,20789556
The Whole Nine Yards,R,Comedy,United States,41300000,106371651
Chocolat,PG-13,Drama,United Kingdom,25000000,152699976
Billy Elliot,R,Drama,United Kingdom,5000000,109283018
Amores Perros,R,Drama,Mexico,2000000,20908467
"Me, Myself & Irene",R,Comedy,United States,51000000,149270999
U-571,PG-13,Action,France,62000000,127666415
Bedazzled,PG-13,Comedy,United States,48000000,90383208
The Road to El Dorado,PG,Animation,United States,95000000,76432727
How the Grinch Stole Christmas,PG,Comedy,United States,123000000,363597184
What Women Want,PG-13,Comedy,United States,70000000,374111707
The Gift,R,Drama,United States,10000000,44567606
The Family Man,PG-13,Comedy,United States,60000000,124745083
Mission to Mars,PG,Adventure,United States,100000000,110983407
The Replacements,PG-13,Comedy,United States,50000000,50054511
Next Friday,R,Comedy,United States,11000000,59827328
Under Suspicion,R,Crime,France,25000000,1308242
Little Nicky,PG-13,Comedy,United States,85000000,58292295
Boiler Room,R,Crime,United States,7000000,28780255
Frequency,PG-13,Crime,United States,31000000,68106245
Men of Honor,R,Biography,United States,32000000,82343495
28 Days,PG-13,Comedy,United States,43000000,62198945
Love & Basketball,PG-13,Drama,United States,20000000,27728118
Shanghai Noon,PG-13,Action,United States,55000000,99274467
The Little Vampire,PG,Adventure,Germany,35000000,27965865
Quills,R,Biography,United Kingdom,13500000,17989227
Pay It Forward,PG-13,Drama,United States,40000000,55707411
Vertical Limit,PG-13,Action,United States,75000000,215663859
The Flintstones in Viva Rock Vegas,PG,Comedy,United States,83000000,59468275
Reindeer Games,R,Action,United States,42000000,32168970
Dracula 2000,R,Action,United States,54000000,47053625
102 Dalmatians,G,Adventure,United States,85000000,183611771
Dungeons & Dragons,PG-13,Action,United States,45000000,33978694
Get Carter,R,Action,United States,63600000,19412993
Wonder Boys,R,Comedy,United States,55000000,33426588
Shaft,R,Action,Germany,46000000,107626125
Finding Forrester,PG-13,Drama,United States,43000000,80049764
